Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Terminal,Departure_Runway,Status,Scheduled_Tail,Aircraft_Type,Is_Fixed_Flight,Category
2025-12-20,22:00,22:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN267,1,11R,Departed,VN-A326,A321,1,passenger
2025-12-20,21:50,22:15,Ho Chi Minh City,SGN,VietJet Air,VJ161,1,11R,Departed,VN-A536,A21N,0,passenger
2025-12-20,21:05,22:11,Da Nang,DAD,Vietnam Airlines,VN7193,1,11R,Departed,VN-A501,A21N,0,passenger
2025-12-20,,22:08,Hong Kong,HKG,DHL Air,QY578,0,11R,Departed,D-ALMD,A332,0,cargo
2025-12-20,20:15,22:06,Da Nang,DAD,VietJet Air,VJ501,1,11R,Departed,VN-A662,A320,0,passenger
2025-12-20,19:15,22:02,Hue,HUI,VietJet Air,VJ569,1,11R,Departed,VN-A674,A21N,0,passenger
2025-12-20,21:00,22:00,Da Nang,DAD,Vietnam Airlines,VN7199,1,11R,Departed,VN-A356,A321,0,passenger
2025-12-20,20:50,21:57,Bangkok,DMK,AirAsia,FD645,2,11R,Departed,HS-EAG,A21N,0,passenger
2025-12-20,19:55,21:54,Ho Chi Minh City,SGN,VietJet Air,VJ177,1,11R,Departed,VN-A537,A21N,0,passenger
2025-12-20,21:00,21:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN221,1,11R,Departed,VN-A877,B78X,1,passenger
2025-12-20,21:25,21:42,Shanghai,PVG,VietJet Air,VJ7238,2,11R,Departed,VN-A525,A21N,0,passenger
2025-12-20,23:25,21:40,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G885,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-20,20:00,21:37,Ho Chi Minh City,SGN,Vietnam Airlines,VN263,1,11R,Departed,VN-A334,A321,0,passenger
2025-12-20,20:10,21:34,Ho Chi Minh City,SGN,Vietnam Airlines,VN7205,1,11R,Departed,VN-A393,A321,0,passenger
2025-12-20,21:20,21:30,Yangon,RGN,Myanmar Airways International,8M451,2,11R,Departed,XY-ALO,E190,0,passenger
2025-12-20,20:40,21:25,Chongqing,CKG,West Air,PN6424,2,11R,Departed,B-8642,A320,1,passenger
2025-12-20,20:05,21:22,Beijing,PKX,VietJet Air,VJ7712,2,11R,Departed,VN-A675,A320,0,passenger
2025-12-20,23:03,21:13,Ho Chi Minh City,SGN,Bamboo Airways,QH255,1,11R,Departed,ER-00005,A320,0,passenger
2025-12-20,19:45,21:08,Da Nang,DAD,VietJet Air,VJ519,1,11R,Departed,VN-A640,A321,0,passenger
2025-12-20,20:55,21:05,Chengdu,TFU,VietJet Air,VJ7306,2,11R,Departed,VN-A677,A321,0,passenger
2025-12-20,20:30,20:59,Ho Chi Minh City,SGN,Vietnam Airlines,VN265,1,11R,Departed,VN-A873,B78X,1,passenger
2025-12-20,20:30,20:53,Ho Chi Minh City,SGN,Bamboo Airways,QH273,1,11R,Departed,VN-A227,A321,0,passenger
2025-12-20,20:30,20:50,Ho Chi Minh City,SGN,Vietravel Airlines,VU787,1,11R,Departed,VN-A289,A321,0,passenger
2025-12-20,20:15,20:47,Jakarta,CGK,Vietnam Airlines,VN635,2,11R,Departed,VN-A329,A321,0,passenger
2025-12-20,20:25,20:45,Bangkok,BKK,Thai Airways,TG565,2,11R,Departed,HS-TXN,A320,1,passenger
2025-12-20,17:45,20:42,Mumbai,BOM,Vietnam Airlines,VN973,2,11R,Departed,VN-A869,B789,0,passenger
2025-12-20,20:20,20:40,Da Nang,DAD,Vietnam Airlines,VN7197,1,11R,Departed,VN-A514,A20N,0,passenger
2025-12-20,20:20,20:28,Changsha,CSX,China Southern Airlines,CZ8360,2,11R,Departed,B-325D,A20N,0,passenger
2025-12-20,20:05,20:26,Ho Chi Minh City,SGN,VietJet Air,VJ155,1,11R,Departed,VN-A699,A320,0,passenger
2025-12-20,20:05,20:23,Hue,HUI,Vietnam Airlines,VN1549,1,11R,Departed,VN-A606,A321,0,passenger
2025-12-20,19:50,20:20,Hong Kong,HKG,Hong Kong Airlines,HX529,0,11R,Departed,B-LPN,A320,0,general aviation
2025-12-20,19:05,20:17,Da Nang,DAD,VietJet Air,VJ517,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-20,19:05,20:14,Da Nang,DAD,Vietnam Airlines,VN195,1,11R,Departed,VN-A508,A21N,0,passenger
2025-12-20,19:45,20:11,Guangzhou,CAN,China Southern Airlines,CZ8178,2,11R,Departed,B-1616,A321,1,passenger
2025-12-20,,20:05,Ezhou,EHU,SF Airlines,O3168,0,11R,Departed,B-208R,B763,0,cargo
2025-12-20,,20:02,Shanghai,PVG,China Cargo Airlines,CK288,0,11R,Departed,B-227K,B77L,0,cargo
2025-12-20,19:30,19:59,Hong Kong,HKG,Cathay Pacific,CX742,0,11R,Departed,B-HLP,A333,0,general aviation
2025-12-20,19:40,19:56,Shenzhen,SZX,Shenzhen Airlines,ZH106,2,11R,Departed,B-1476,B738,1,passenger
2025-12-20,19:10,19:52,Delhi,DEL,VietJet Air,VJ971,2,11R,Departed,VN-A815,A333,0,passenger
2025-12-20,19:05,19:49,Ho Chi Minh City,SGN,VietJet Air,VJ173,1,11R,Departed,VN-A647,A321,1,passenger
2025-12-20,18:00,19:45,Nha Trang,CXR,VietJet Air,VJ779,1,11R,Departed,VN-A544,A321,0,passenger
2025-12-20,19:15,19:41,Phnom Penh,KTI,Air Cambodia,K6851,2,11R,Departed,XU-353,A320,0,passenger
2025-12-20,19:00,19:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN219,1,11R,Departed,VN-A871,B789,0,passenger
2025-12-20,19:15,19:35,Bengaluru,BLR,Vietnam Airlines,VN983,2,11R,Departed,VN-A619,A21N,0,passenger
2025-12-20,19:15,19:25,Luang Prabang,LPQ,Lao Airlines,QV314,2,11R,Departed,RDPL-34225,AT76,0,passenger
2025-12-20,19:00,19:22,Ahmedabad,AMD,VietJet Air,VJ1925,2,11R,Departed,VN-A697,A21N,0,passenger
2025-12-20,19:10,19:19,Doha,DOH,Qatar Airways,QR977,2,11R,Departed,A7-BHR,B789,1,passenger
2025-12-20,18:20,19:16,Da Nang,DAD,Vietnam Airlines,VN6071,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-20,18:55,19:13,Bangkok,BKK,Vietnam Airlines,VN617,2,11R,Departed,VN-A614,A321,1,passenger
2025-12-20,18:20,19:09,Kaohsiung,KHH,Vietnam Airlines,VN586,2,11R,Departed,VN-A512,A21N,0,passenger
2025-12-20,18:45,19:06,Shanghai,PVG,China Eastern Airlines,MU6014,2,11R,Departed,B-32L9,A21N,0,passenger
2025-12-20,20:52,19:04,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G869,1,11R,Departed,VN-A279,A321,0,passenger
2025-12-20,18:25,19:02,Taipei,TPE,Starlux,JX718,0,11R,Departed,B-58207,A21N,0,general aviation
2025-12-20,18:30,19:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN231,1,11R,Departed,VN-A878,B78X,0,passenger
2025-12-20,18:00,18:56,Siem Reap,SAI,Vietnam Airlines,VN843,2,11R,Departed,VN-A338,A321,0,passenger
2025-12-20,18:30,18:53,Ho Chi Minh City,SGN,VietJet Air,VJ165,1,11R,Departed,VN-A547,A21N,0,passenger
2025-12-20,17:45,18:50,Luang Prabang,LPQ,AirAsia,FD1039,2,11R,Departed,HS-CBD,A320,1,passenger
2025-12-20,18:25,18:47,Singapore,SIN,Singapore Airlines,SQ193,2,11R,Departed,9V-MBM,B38M,0,passenger
2025-12-20,18:20,18:43,Taipei,TPE,EVA Air,BR386,2,11L,Departed,B-16212,A321,1,passenger
2025-12-20,18:15,18:41,Shanghai,PVG,Air China,CA756,2,11R,Departed,B-6791,A321,1,passenger
2025-12-20,18:10,18:36,Ho Chi Minh City,SGN,VietJet Air,VJ193,0,11R,Departed,,—,1,general aviation
2025-12-20,17:25,18:34,Can Tho,VCA,VietJet Air,VJ465,1,11R,Departed,VN-A644,A321,0,passenger
2025-12-20,17:20,18:31,Ho Chi Minh City,SGN,VietJet Air,VJ163,1,11R,Departed,VN-A630,A321,0,passenger
2025-12-20,17:30,18:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN257,1,11R,Departed,VN-A505,A21N,0,passenger
2025-12-20,18:05,18:24,Ho Chi Minh City,SGN,VietJet Air,VJ147,1,11R,Departed,VN-A637,A321,0,passenger
2025-12-20,17:40,18:21,Phu Quoc,PQC,VietJet Air,VJ445,1,11R,Departed,VN-A655,A320,1,passenger
2025-12-20,18:00,18:18,Ho Chi Minh City,SGN,Vietnam Airlines,VN259,1,11R,Departed,VN-A872,B78X,1,passenger
2025-12-20,17:55,18:13,Delhi,DEL,IndiGo,6E1634,2,11R,Departed,VT-IAQ,A320,0,passenger
2025-12-20,17:35,18:00,Taipei,TPE,Vietnam Airlines,VN578,2,11R,Departed,VN-A603,A321,0,passenger
2025-12-20,17:30,17:47,Taipei,TPE,China Airlines,CI794,2,11R,Departed,B-18102,A21N,0,passenger
2025-12-20,16:45,17:39,Nha Trang,CXR,Vietnam Airlines,VN1563,1,11R,Departed,VN-A602,A321,0,passenger
2025-12-20,17:00,17:36,Nha Trang,CXR,Vietnam Airlines,VN7569,1,11R,Departed,VN-A625,A21N,0,passenger
2025-12-20,17:05,17:33,Da Nang,DAD,Vietnam Airlines,VN187,1,11R,Departed,VN-A513,A20N,1,passenger
2025-12-20,19:18,17:30,Ho Chi Minh City,SGN,Vietravel Airlines,VU779,1,11R,Departed,9H-MLW,A320,0,passenger
2025-12-20,16:50,17:27,Da Nang,DAD,Vietravel Airlines,VU639,1,11R,Departed,VN-A129,A321,0,passenger
2025-12-20,17:00,17:25,Vinh,VII,Vietnam Airlines,VN1717,1,11R,Departed,VN-A514,A20N,0,passenger
2025-12-20,16:30,17:22,Hue,HUI,Vietnam Airlines,VN1545,1,11R,Departed,VN-A393,A321,1,passenger
2025-12-20,16:05,17:20,Da Lat,DLI,VietJet Air,VJ409,1,11R,Departed,VN-A689,A320,0,passenger
2025-12-20,16:40,17:16,Vientiane,VTE,Lao Airlines,QV312,2,11R,Departed,RDPL-34199,A320,0,passenger
2025-12-20,17:00,17:13,Ho Chi Minh City,SGN,Vietnam Airlines,VN217,1,11R,Departed,VN-A867,B789,0,passenger
2025-12-20,16:20,17:10,Siem Reap,SAI,VietJet Air,VJ913,2,11R,Departed,VN-A578,A21N,1,passenger
2025-12-20,16:35,17:06,Da Nang,DAD,VietJet Air,VJ515,1,11R,Departed,VN-A662,A320,0,passenger
2025-12-20,,16:59,Istanbul,IST,Turkish Airlines,TK6361,0,11R,Departed,TC-LJR,B77L,0,cargo
2025-12-20,16:35,16:56,Can Tho,VCA,Vietnam Airlines,VN1207,1,11R,Departed,VN-A339,A321,0,passenger
2025-12-20,16:15,16:53,Da Nang,DAD,Bamboo Airways,QH147,1,11R,Departed,VN-A227,A321,0,passenger
2025-12-20,15:15,16:50,Siem Reap,SAI,Vietnam Airlines,VN837,2,11R,Departed,VN-A356,A321,1,passenger
2025-12-20,16:00,16:47,Ho Chi Minh City,SGN,VietJet Air,VJ195,1,11R,Departed,VN-A816,A333,0,passenger
2025-12-20,16:10,16:44,Da Nang,DAD,Vietnam Airlines,VN179,1,11R,Departed,VN-A396,A321,0,passenger
2025-12-20,15:55,16:40,Pleiku,PXU,VietJet Air,VJ423,1,11R,Departed,VN-A640,A321,0,passenger
2025-12-20,16:10,16:37,Ho Chi Minh City,SGN,VietJet Air,VJ191,1,11R,Departed,VN-A661,A321,0,passenger
2025-12-20,16:10,16:35,Shenzhen,SZX,China Southern Airlines,CZ8470,2,11R,Departed,B-6355,A321,1,passenger
2025-12-20,16:00,16:33,Ho Chi Minh City,SGN,VietJet Air,VJ199,1,11R,Departed,VN-A549,A21N,0,passenger
2025-12-20,16:00,16:30,Ho Chi Minh City,SGN,Vietnam Airlines,VN7215,1,11R,Departed,VN-A864,B789,0,passenger
2025-12-20,15:50,16:24,Bangkok,BKK,Vietnam Airlines,VN619,2,11R,Departed,VN-A326,A321,1,passenger
2025-12-20,16:00,16:21,Ho Chi Minh City,SGN,Vietnam Airlines,VN273,1,11R,Departed,VN-A870,B789,0,passenger
2025-12-20,15:50,16:19,Bangkok,BKK,VietJet Air,VJ903,2,11R,Departed,VN-A580,A21N,1,passenger
2025-12-20,15:20,16:15,Ho Chi Minh City,SGN,VietJet Air,VJ175,1,11R,Departed,VN-A643,A321,0,passenger
2025-12-20,15:20,16:12,Chiang Mai,CNX,AirAsia,FD871,2,11R,Departed,HS-ABS,A320,1,passenger
2025-12-20,15:45,16:10,Kunming,KMG,China Eastern Airlines,MU9606,2,11R,Departed,B-6148,B738,0,passenger
2025-12-20,17:43,16:05,Nha Trang,CXR,VietJet Air,VJ7707,1,11R,Departed,VN-A550,A21N,0,passenger
2025-12-20,13:35,16:03,Ho Chi Minh City,SGN,VietJet Air,VJ143,1,11R,Departed,VN-A674,A21N,0,passenger
2025-12-20,14:30,15:59,Ho Chi Minh City,SGN,Bamboo Airways,QH241,1,11R,Departed,PK-BBK,B739,0,passenger
2025-12-20,15:45,15:56,Guangzhou,CAN,China Southern Airlines,CZ8316,2,11R,Departed,B-9930,A320,1,passenger
2025-12-20,15:30,15:54,Ho Chi Minh City,SGN,Vietnam Airlines,VN249,1,11R,Departed,VN-A323,A321,1,passenger
2025-12-20,15:30,15:50,Phu Quoc,PQC,VietJet Air,VJ1441,1,11R,Departed,VN-A537,A21N,0,passenger
2025-12-20,15:40,15:47,Xiamen,XMN,Xiamen Air,MF870,2,11R,Departed,B-6490,B738,1,passenger
2025-12-20,15:05,15:44,Da Nang,DAD,Vietnam Airlines,VN173,1,11R,Departed,VN-A508,A21N,0,passenger
2025-12-20,17:22,15:40,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G853,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-20,15:15,15:31,Ho Chi Minh City,SGN,Vietnam Airlines,VN7217,1,11R,Departed,VN-A335,A321,0,passenger
2025-12-20,15:10,15:27,Shanghai,PVG,China Eastern Airlines,MU6012,2,11R,Departed,B-8652,A321,0,passenger
2025-12-20,14:35,15:24,Buon Ma Thuot,BMV,VietJet Air,VJ1491,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-20,14:50,15:20,Kuala Lumpur,KUL,AirAsia,AK513,2,11R,Departed,9M-AGF,A20N,1,passenger
2025-12-20,15:00,15:17,Ho Chi Minh City,SGN,Vietnam Airlines,VN215,1,11R,Departed,VN-A877,B78X,1,passenger
2025-12-20,14:55,15:14,Enshi,ENH,West Air,PN6536,2,11R,Departed,B-8642,A320,0,passenger
2025-12-20,10:10,15:10,Ho Chi Minh City,SGN,Bamboo Airways,QH211,1,11R,Departed,ER-00005,A320,0,passenger
2025-12-20,14:25,15:07,Taipei,TPE,VietJet Air,VJ942,2,11R,Departed,VN-A528,A21N,1,passenger
2025-12-20,14:40,15:04,Kuala Lumpur,KUL,Vietnam Airlines,VN681,2,11R,Departed,VN-A398,A321,0,passenger
2025-12-20,,15:01,Wuhu,WHA,,JG2724,0,11R,Departed,B-226S,B738,0,cargo
2025-12-20,14:55,14:58,Shenzhen,SZX,Shenzhen Airlines,ZH104,2,11R,Departed,B-6286,A320,1,passenger
2025-12-20,14:15,14:55,Dien Bien Phu,DIN,Vietnam Airlines,VN1804,1,11R,Departed,VN-A603,A321,0,passenger
2025-12-20,14:15,14:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN7255,1,11R,Departed,VN-A873,B78X,0,passenger
2025-12-20,13:30,14:36,Kuala Lumpur,KUL,Batik Air,OD572,2,11R,Departed,9M-LRD,B38M,1,passenger
2025-12-20,14:00,14:33,Ho Chi Minh City,SGN,Vietnam Airlines,VN253,1,11R,Departed,VN-A869,B789,0,passenger
2025-12-20,13:35,14:30,Da Nang,DAD,VietJet Air,VJ513,1,11R,Departed,VN-A644,A321,1,passenger
2025-12-20,11:40,14:24,Ho Chi Minh City,SGN,VietJet Air,VJ137,1,11R,Departed,VN-A632,A321,0,passenger
2025-12-20,13:55,14:21,Manila,MNL,Philippine Airlines,PR594,2,11R,Departed,RP-C9901,A321,0,passenger
2025-12-20,13:30,14:18,Taichung,RMQ,VietJet Air,VJ948,2,11R,Departed,VN-A525,A21N,1,passenger
2025-12-20,14:05,14:11,Kolkata,CCU,IndiGo,6E1632,2,11R,Departed,VT-IJZ,A20N,0,passenger
2025-12-20,13:45,14:05,Nha Trang,CXR,Vietnam Airlines,VN1559,1,11R,Departed,VN-A619,A21N,0,passenger
2025-12-20,12:25,14:02,Phu Quoc,PQC,VietJet Air,VJ441,1,11R,Departed,VN-A675,A320,1,passenger
2025-12-20,13:45,13:56,Guangzhou,CAN,Shenzhen Airlines,ZH122,2,11R,Departed,B-1516,B738,1,passenger
2025-12-20,13:30,13:54,Seoul,ICN,Asiana Airlines,OZ730,2,11R,Departed,HL7771,A359,0,passenger
2025-12-20,15:31,13:50,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1215,1,11R,Departed,VN-A281,A21N,0,passenger
2025-12-20,13:15,13:48,Ho Chi Minh City,SGN,Bamboo Airways,QH251,1,11R,Departed,JU-1410,A320,0,passenger
2025-12-20,12:25,13:45,Shanghai,PVG,Air China,CA704,2,11R,Departed,B-6825,A321,1,passenger
2025-12-20,13:00,13:40,Kuala Lumpur,KUL,Malaysia Airlines,MH753,2,11R,Departed,9M-MXX,B738,1,passenger
2025-12-20,12:35,13:33,Taipei,TPE,EVA Air,BR398,2,11R,Departed,B-16725,B77W,1,passenger
2025-12-20,13:20,13:30,Beijing,PEK,Air China,CA742,2,11R,Departed,B-32CD,A21N,0,passenger
2025-12-20,13:00,13:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN213,1,11R,Departed,VN-A871,B789,0,passenger
2025-12-20,12:55,13:22,Luang Prabang,LPQ,Vietnam Airlines,VN931,2,11R,Departed,VN-A325,A321,1,passenger
2025-12-20,12:45,13:19,Guangzhou,CAN,Vietnam Airlines,VN506,2,11R,Departed,VN-A338,A321,0,passenger
2025-12-20,13:00,13:16,Da Nang,DAD,Vietnam Airlines,VN171,1,11R,Departed,VN-A602,A321,0,passenger
2025-12-20,12:20,13:14,Bangkok,DMK,AirAsia,FD641,2,11R,Departed,HS-BBP,A320,1,passenger
2025-12-20,11:40,13:10,Ho Chi Minh City,SGN,VietJet Air,VJ133,1,11R,Departed,VN-A544,A321,0,passenger
2025-12-20,11:35,13:01,Taipei,TPE,China Airlines,CI792,2,11R,Departed,B-18317,A333,0,passenger
2025-12-20,12:45,12:55,Singapore,SIN,Singapore Airlines,SQ191,2,11R,Departed,9V-SHS,A359,0,passenger
2025-12-20,12:40,12:52,Bangkok,BKK,Vietnam Airlines,VN615,2,11R,Departed,VN-A512,A21N,1,passenger
2025-12-20,14:29,12:46,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,9G837,1,11R,Departed,VN-A279,A321,0,passenger
2025-12-20,12:30,12:41,Phu Quoc,PQC,Vietnam Airlines,VN6401,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-20,12:20,12:37,Seoul,ICN,Korean Air,KE442,2,11R,Departed,HL8559,A21N,0,passenger
2025-12-20,12:00,12:31,Tuy Hoa,TBB,Vietnam Airlines,VN1651,1,11R,Departed,VN-A393,A321,0,passenger
2025-12-20,12:15,12:29,Bangkok,BKK,VietJet Air,VJ901,2,11R,Departed,VN-A697,A21N,1,passenger
2025-12-20,11:25,12:26,Da Lat,DLI,VietJet Air,VJ407,1,11R,Departed,VN-A689,A320,0,passenger
2025-12-20,12:00,12:23,Da Lat,DLI,Vietnam Airlines,VN1575,1,11R,Departed,VN-A513,A20N,0,passenger
2025-12-20,12:00,12:19,Ho Chi Minh City,SGN,Vietnam Airlines,VN251,1,11R,Departed,VN-A608,A321,0,passenger
2025-12-20,11:45,12:16,Da Nang,DAD,Vietnam Airlines,VN169,1,11R,Departed,VN-A396,A321,1,passenger
2025-12-20,11:45,12:04,Kaohsiung,KHH,VietJet Air,VJ946,2,11R,Departed,VN-A670,A321,1,passenger
2025-12-20,11:45,11:52,Guangzhou,CAN,China Southern Airlines,CZ3050,2,11R,Departed,B-30CD,A20N,0,passenger
2025-12-20,11:10,11:49,Ho Chi Minh City,SGN,VietJet Air,VJ135,1,11R,Departed,VN-A637,A321,0,passenger
2025-12-20,11:20,11:30,Qui Nhon,UIH,Vietnam Airlines,VN1623,1,11R,Departed,VN-A326,A321,0,passenger
2025-12-20,11:15,11:27,Can Tho,VCA,Vietnam Airlines,VN1203,1,11R,Departed,VN-A625,A21N,0,passenger
2025-12-20,10:45,11:24,Ho Chi Minh City,SGN,Vietnam Airlines,VN233,1,11R,Departed,VN-A332,A321,0,passenger
2025-12-20,11:05,11:21,Hong Kong,HKG,Cathay Pacific,CX740,0,11R,Departed,B-HNW,B773,1,general aviation
2025-12-20,10:50,11:18,Can Tho,VCA,VietJet Air,VJ463,1,11R,Departed,VN-A578,A21N,0,passenger
2025-12-20,11:00,11:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN211,1,11R,Departed,VN-A357,A321,0,passenger
2025-12-20,12:49,11:12,Nha Trang,CXR,VietJet Air,VJ771,1,11R,Departed,VN-A549,A21N,0,passenger
2025-12-20,10:30,11:05,Da Nang,DAD,VietJet Air,VJ507,1,11R,Departed,VN-A635,A321,0,passenger
2025-12-20,10:50,11:01,Ho Chi Minh City,SGN,Vietravel Airlines,VU771,1,11R,Departed,VN-A129,A321,0,passenger
2025-12-20,10:45,10:59,Da Lat,DLI,VietJet Air,VJ403,1,11R,Departed,VN-A661,A321,1,passenger
2025-12-20,10:45,10:57,Phnom Penh,KTI,Air Cambodia,K6855,2,11R,Departed,XU-356,A320,0,passenger
2025-12-20,10:40,10:55,Nha Trang,CXR,VietJet Air,VJ775,1,11R,Departed,VN-A643,A321,0,passenger
2025-12-20,10:40,10:53,Seoul,ICN,Vietnam Airlines,VN414,2,11R,Departed,VN-A886,A359,1,passenger
2025-12-20,10:35,10:50,Bangkok,BKK,Thai Airways,TG561,2,11R,Departed,HS-TXQ,A320,1,passenger
2025-12-20,10:05,10:48,Ho Chi Minh City,SGN,VietJet Air,VJ149,1,11R,Departed,VN-A522,A321,1,passenger
2025-12-20,10:00,10:46,Denpasar,DPS,VietJet Air,VJ997,2,11R,Departed,VN-A548,A21N,1,passenger
2025-12-20,10:10,10:43,Da Nang,DAD,Vietnam Airlines,VN165,1,11R,Departed,VN-A603,A321,0,passenger
2025-12-20,10:30,10:40,Hong Kong,HKG,Vietnam Airlines,VN592,2,11R,Departed,VN-A339,A321,0,passenger
2025-12-20,,10:37,,,Air Zeta,KJ388,,11R,Departed,HL7507,B763,0,cargo
2025-12-20,09:55,10:33,Nha Trang,CXR,Vietnam Airlines,VN1553,1,11R,Departed,VN-A323,A321,0,passenger
2025-12-20,10:10,10:29,Hue,HUI,VietJet Air,VJ567,1,11R,Departed,VN-A644,A321,0,passenger
2025-12-20,10:00,10:26,Ho Chi Minh City,SGN,Vietnam Airlines,VN247,1,11R,Departed,VN-A601,A321,0,passenger
2025-12-20,10:10,10:24,Shanghai,PVG,Vietnam Airlines,VN532,2,11R,Departed,VN-A614,A321,1,passenger
2025-12-20,12:03,10:22,Ho Chi Minh City,SGN,Vietravel Airlines,VU775,1,11R,Departed,VN-A136,A320,0,passenger
2025-12-20,10:00,10:20,Qui Nhon,UIH,Bamboo Airways,QH1215,1,11R,Departed,ER-00005,A320,0,passenger
2025-12-20,10:00,10:16,Beijing,PEK,Vietnam Airlines,VN512,2,11R,Departed,VN-A329,A321,0,passenger
2025-12-20,,10:13,Doha,DOH,Qatar Airways,QR8951,0,,Departed,A7-BFH,B77L,0,cargo
2025-12-20,09:35,10:10,Singapore,SIN,VietJet Air,VJ915,2,11R,Departed,VN-A647,A321,0,passenger
2025-12-20,08:40,10:06,Ho Chi Minh City,SGN,VietJet Air,VJ125,1,11R,Departed,VN-A817,A333,1,passenger
2025-12-20,09:40,10:03,Singapore,SIN,Scoot,TR301,2,11R,Departed,9V-OFC,B788,0,passenger
2025-12-20,08:40,10:00,Ho Chi Minh City,SGN,Bamboo Airways,QH207,1,11R,Departed,PK-BBK,B739,0,passenger
2025-12-20,09:40,09:56,Shenzhen,SZX,Shenzhen Airlines,ZH102,2,11R,Departed,B-6690,A320,0,passenger
2025-12-20,09:15,09:53,Bangkok,DMK,AirAsia,FD643,2,11R,Departed,HS-BBF,A320,1,passenger
2025-12-20,11:37,09:51,Phu Quoc,PQC,Sun PhuQuoc Airways,9G1209,1,11R,Departed,VN-A280,A321,0,passenger
2025-12-20,09:35,09:47,Vientiane,VTE,Vietnam Airlines,VN921,2,11R,Departed,VN-A392,A321,1,passenger
2025-12-20,09:35,09:44,Hong Kong,HKG,HK express,UO541,2,11R,Departed,B-KKH,A21N,1,passenger
2025-12-20,08:55,09:38,Ho Chi Minh City,SGN,VietJet Air,VJ127,1,11R,Departed,VN-A642,A321,0,passenger
2025-12-20,09:15,09:35,Bangkok,BKK,Vietnam Airlines,VN611,2,11R,Departed,VN-A508,A21N,1,passenger
2025-12-20,09:00,09:28,Kuala Lumpur,KUL,AirAsia,AK517,2,11R,Departed,9M-AJA,A320,0,passenger
2025-12-20,,09:26,Kuala Lumpur,KUL,MJets Air,WW221,0,11R,Departed,9M-WWA,B738,0,cargo
2025-12-20,09:00,09:23,Chengdu,TFU,Sichuan Airlines,3U3906,2,11R,Departed,B-6697,A320,1,passenger
2025-12-20,08:50,09:19,Istanbul,IST,Turkish Airlines,TK253,2,11R,Departed,TC-LLS,B789,0,passenger
2025-12-20,08:55,09:13,Doha,DOH,Qatar Airways,QR983,2,11R,Departed,A7-BHW,B789,1,passenger
2025-12-20,08:50,09:10,Ho Chi Minh City,SGN,Vietravel Airlines,VU751,1,11R,Departed,VN-A289,A321,0,passenger
2025-12-20,08:45,09:06,Dong Hoi,VDH,Vietnam Airlines,VN1591,1,11R,Departed,VN-A393,A321,0,passenger
2025-12-20,,09:02,Abu Dhabi,AUH,Etihad Airways,EY972,0,11R,Departed,A6-DDD,B77L,0,cargo
2025-12-20,08:20,08:59,Osaka,KIX,VietJet Air,VJ930,2,11R,Departed,VN-A536,A21N,1,passenger
2025-12-20,08:40,08:57,Jakarta,CGK,VietJet Air,VJ929,2,11R,Departed,VN-A699,A320,1,passenger
2025-12-20,08:35,08:54,Tokyo,HND,Vietnam Airlines,VN384,2,11R,Departed,VN-A898,A359,1,passenger
2025-12-20,,08:51,,,Hong Kong Air Cargo,RH318,,11R,Departed,B-LNW,A332,0,cargo
2025-12-20,08:20,08:48,Tokyo,NRT,VietJet Air,VJ934,2,11R,Departed,VN-A538,A21N,1,passenger
2025-12-20,08:25,08:45,Manila,MNL,Cebu Pacific,5J745,2,11R,Departed,RP-C4114,A321,0,passenger
2025-12-20,08:15,08:39,Guangzhou,CAN,China Southern Airlines,CZ372,2,11R,Departed,B-32KY,A21N,1,passenger
2025-12-20,07:35,08:37,Taipei,TPE,VietJet Air,VJ940,2,11R,Departed,VN-A674,A21N,1,passenger
2025-12-20,08:05,08:34,Singapore,SIN,Vietnam Airlines,VN661,2,11R,Departed,VN-A867,B789,0,passenger
2025-12-20,08:15,08:31,Con Dao,VCS,VietJet Air,VJ107,1,11R,Departed,B-652G,AJ27,0,passenger
2025-12-20,08:15,08:27,Da Nang,DAD,Vietnam Airlines,VN6081,1,11R,Departed,VN-A363,A321,0,passenger
2025-12-20,,08:24,Ezhou,EHU,Atlas Air,5Y8117,0,11R,Departed,N851GT,B748,0,cargo
2025-12-20,08:00,08:15,Ho Chi Minh City,SGN,Vietnam Airlines,VN245,1,11R,Departed,VN-A870,B789,0,passenger
